"Rooms","Type","Price","Distance","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
4,"t",1201000,11.4,2,2,273,164.317642788968,2000,"Glen Eira City Council",-37.8898,145.0632,"Southern Metropolitan","7822"
2,"u",635000,11.4,1,1,0,73,1980,"Glen Eira City Council",-37.8981,145.0619,"Southern Metropolitan","7822"
2,"u",535000,8.9,1,1,0,109.898254086069,1985.69388826982,"Glen Eira City Council",-37.8883,145.0342,"Southern Metropolitan","2379"
4,"h",1825000,3.4,1,2,306,200.202662173742,1945.06278917334,"Yarra City Council",-37.7888,144.9929,"Northern Metropolitan","2954"
2,"u",495000,7.8,1,0,388,69,1960,"Darebin City Council",-37.7506,144.9694,"Northern Metropolitan","11204"
2,"h",930000,7.8,1,0,275,106.2,1920,"Darebin City Council",-37.7424,144.9576,"Northern Metropolitan","11204"
2,"u",535000,1.6,1,1,0,63,1970,"Yarra City Council",-37.7981,144.9883,"Northern Metropolitan","4553"
3,"h",1350000,2.5,1,1,117,147,1900,"Yarra City Council",-37.8298,144.9923,"Northern Metropolitan","1123"
2,"u",440000,8,1,1,921,92.2966840894083,1984.63701225974,"Moonee Valley City Council",-37.749,144.9067,"Western Metropolitan","9264"
3,"h",1700000,8,2,1,763,190.301531183721,1945.70109880683,"Moonee Valley City Council",-37.7573,144.9221,"Western Metropolitan","9264"
3,"h",1070000,8,1,2,363,158.160851577561,1959.36224169584,"Moonee Valley City Council",-37.7445,144.9054,"Western Metropolitan","9264"
2,"h",745000,8,1,1,342,137.379239732189,1976.65751787531,"Moonee Valley City Council",-37.7459,144.8962,"Western Metropolitan","9264"
2,"u",676000,5.8,1,1,0,87,2002,"Darebin City Council",-37.7847,145.0109,"Northern Metropolitan","2970"
3,"h",700000,12.4,1,2,650,132.994464272499,1979.56601589103,"Hume City Council",-37.7023,144.9773,"Northern Metropolitan","5070"
2,"h",1200000,3.5,1,0,204,164.275548149848,1956.40524231729,"Moreland City Council",-37.7925,144.9797,"Northern Metropolitan","6244"
1,"u",330000,3.5,1,1,0,32,1970,"Moreland City Council",-37.777,144.9836,"Northern Metropolitan","6244"
2,"h",1100000,4.4,1,1,186,159.682106690614,1958.61551866697,"Melbourne City Council",-37.7837,144.9338,"Northern Metropolitan","3593"
3,"h",1250000,4.4,2,2,226,140,2002,"Melbourne City Council",-37.7824,144.9243,"Northern Metropolitan","3593"
2,"u",392500,6.4,1,1,1783,82.9431123979688,1960,"Maribyrnong City Council",-37.7949,144.9007,"Western Metropolitan","7570"
3,"h",1320000,6.4,1,1,482,169.080820059524,1952.92195817764,"Maribyrnong City Council",-37.7951,144.8861,"Western Metropolitan","7570"
2,"u",400000,6.4,1,1,404.016635993691,84.4325005615479,1983.04492531834,"Maribyrnong City Council",-37.8025,144.9052,"Western Metropolitan","7570"
3,"h",1452000,9.2,2,2,269,184,1997,"Boroondara City Council",-37.854,145.0542,"Southern Metropolitan","10412"
3,"h",683000,13,1,2,697,131.135482664918,1980.57038181587,"Moreland City Council",-37.6969,144.9425,"Northern Metropolitan","8870"
3,"h",1158000,13,1,1,1011,162.441743099706,1957.35562030208,"Moreland City Council",-37.7115,144.912,"Northern Metropolitan","8870"
4,"h",793000,13,1,2,677,141.289993616145,1973.416738855,"Moreland City Council",-37.7088,144.9204,"Northern Metropolitan","8870"
3,"h",780000,13,1,2,742,101,1970,"Moreland City Council",-37.702,144.9538,"Northern Metropolitan","8870"
2,"t",420000,13,2,1,1137,82,2009,"Moreland City Council",-37.7045,144.9204,"Northern Metropolitan","8870"
3,"h",895000,13,1,2,697,148,1955,"Moreland City Council",-37.7097,144.9256,"Northern Metropolitan","8870"
3,"h",1615000,13.7,1,2,681,184.353915952276,1946.58537349963,"Bayside City Council",-37.9462,145.0193,"Southern Metropolitan","5454"
3,"h",2513000,13.7,2,1,766,258.796916128327,1930,"Bayside City Council",-37.9346,145.0049,"Southern Metropolitan","5454"
3,"h",1700000,4.6,1,2,338,132,1910,"Boroondara City Council",-37.8139,145.0243,"Southern Metropolitan","11308"
1,"u",440000,4.6,1,1,0,51,1960,"Boroondara City Council",-37.8194,145.0397,"Southern Metropolitan","11308"
5,"h",3750000,7.5,3,4,858,306.124025495155,1952.83667196519,"Boroondara City Council",-37.8395,145.0534,"Southern Metropolitan","6482"
4,"h",1450000,10.6,3,2,952,174.840740752379,1967,"Banyule City Council",-37.7511,145.0772,"Eastern Metropolitan","2890"
2,"h",910000,10.5,1,2,733,149.131483527929,1966.15863830855,"Banyule City Council",-37.7442,145.0528,"Eastern Metropolitan","2947"
2,"h",665000,10.5,1,1,263,84,1992,"Banyule City Council",-37.7428,145.0511,"Eastern Metropolitan","2947"
3,"h",880000,9.4,1,2,689,147.238962087779,1967.86072793746,"Banyule City Council",-37.7382,145.0451,"Eastern Metropolitan","2674"
3,"h",687000,9.4,1,2,489,131.583192308681,1980.33965595788,"Banyule City Council",-37.7364,145.0379,"Eastern Metropolitan","2674"
3,"h",990000,7.9,2,2,377,153.840900102071,1940,"Banyule City Council",-37.7573,145.0496,"Eastern Metropolitan","5549"
4,"h",1410000,7.9,2,1,449,252,1945,"Banyule City Council",-37.777,145.0414,"Eastern Metropolitan","5549"
2,"h",2100000,9,1,2,1003,223.589199436894,1945.01206156209,"Banyule City Council",-37.7752,145.0579,"Eastern Metropolitan","1554"
5,"h",3800000,5.6,5,3,609,424,1970,"Boroondara City Council",-37.8064,145.0451,"Southern Metropolitan","10331"
2,"u",700000,5.6,1,1,0,132.994464272499,1979.56601589103,"Boroondara City Council",-37.7977,145.0333,"Southern Metropolitan","10331"
1,"u",365000,7.4,1,1,0,46,1960,"Stonnington City Council",-37.8691,145.0345,"Southern Metropolitan","4675"
2,"t",1000000,7.4,2,1,156,154.399186462429,1961.72265535057,"Stonnington City Council",-37.8486,145.0321,"Southern Metropolitan","4675"
1,"u",456000,7.4,1,1,4721,95.3901368273411,1985.08381760545,"Stonnington City Council",-37.8515,145.0372,"Southern Metropolitan","4675"
3,"h",2250000,11.2,1,2,840,170,1950,"Stonnington City Council",-37.883,145.0791,"Southern Metropolitan","8801"
1,"u",432000,2.8,1,1,0,90.737198680619,2001,"Melbourne City Council",-37.8116,144.9603,"Northern Metropolitan","17496"
4,"h",1865000,11.8,2,2,609,203.547603083955,1945.08723173738,"Boroondara City Council",-37.8149,145.11,"Eastern Metropolitan","2079"
1,"u",296000,6.9,1,1,0,63.6827888266732,1977.04190678468,"Moonee Valley City Council",-37.7605,144.9071,"Western Metropolitan","6232"
4,"h",1531000,6.9,2,3,508,179.204813691087,1948.09494519528,"Moonee Valley City Council",-37.7709,144.9338,"Western Metropolitan","6232"
4,"h",1656000,12.1,2,2,651,199,1940,"Glen Eira City Council",-37.8879,145.0768,"Southern Metropolitan","4442"
4,"h",1230000,8.4,2,1,402,146,1925,"Hobsons Bay City Council",-37.8433,144.8774,"Western Metropolitan","5498"
4,"h",1560000,8.4,2,3,480,235,1940,"Hobsons Bay City Council",-37.8439,144.8733,"Western Metropolitan","5498"
3,"h",2000000,8.4,1,2,1070,215.061411317859,1945.6062828445,"Hobsons Bay City Council",-37.836,144.8784,"Western Metropolitan","5498"
2,"h",820000,8.4,1,1,342,143.244858461246,1971.62737658021,"Hobsons Bay City Council",-37.8425,144.8766,"Western Metropolitan","5498"
3,"h",1312000,11.2,1,1,650,168.767919331171,1953.15518091634,"Moonee Valley City Council",-37.7375,144.8885,"Western Metropolitan","2291"
3,"h",960000,11.2,1,2,626,152.131445902861,1963.54655698194,"Moonee Valley City Council",-37.7421,144.8851,"Western Metropolitan","2291"
3,"h",935000,11.2,1,2,657,150.658686663882,1964.81823061025,"Moonee Valley City Council",-37.7356,144.8859,"Western Metropolitan","2291"
2,"h",1343000,5.5,1,1,263,169.999708732025,1952.28337502335,"Darebin City Council",-37.777,144.992,"Northern Metropolitan","11364"
2,"u",680000,5.5,2,1,1106,70,2009,"Darebin City Council",-37.7679,144.9994,"Northern Metropolitan","11364"
2,"t",600000,11.5,1,1,161,112,2015,"Moreland City Council",-37.712,144.9175,"Northern Metropolitan","2651"
3,"h",1300000,11.8,2,2,670,168.302363161832,1927,"Glen Eira City Council",-37.9067,145.053,"Southern Metropolitan","3578"
3,"u",835000,2.6,1,1,0,144.279767213159,1978,"Melbourne City Council",-37.7867,144.9572,"Northern Metropolitan","2309"
3,"h",755000,9.9,2,2,294,110,1950,"Moreland City Council",-37.7215,144.9251,"Northern Metropolitan","7485"
2,"h",750000,9.9,1,2,531,137.820277821235,1976.31872157192,"Moreland City Council",-37.7189,144.9508,"Northern Metropolitan","7485"
3,"h",1400000,3.8,3,0,92,105,1910,"Melbourne City Council",-37.8368,144.9463,"Southern Metropolitan","8648"
3,"h",1251000,4.5,1,0,195,166.375925710432,1955.02299528932,"Stonnington City Council",-37.851,145.0055,"Southern Metropolitan","7717"
2,"u",413000,8.8,1,1,0,87.0049812532018,2009,"Darebin City Council",-37.7499,145.0031,"Northern Metropolitan","14577"
3,"h",1190000,8.8,2,2,572,118,1935,"Darebin City Council",-37.736,145.0033,"Northern Metropolitan","14577"
4,"h",741000,11.2,1,2,659,137.01998080847,1976.92730328348,"Darebin City Council",-37.7148,145.019,"Northern Metropolitan","21650"
3,"h",725000,11.2,1,1,547,135.524267026013,1977.98879239895,"Darebin City Council",-37.7039,145.0226,"Northern Metropolitan","21650"
3,"u",615000,11.2,1,2,320,122.514370287259,1983.83420106466,"Darebin City Council",-37.7018,145.0134,"Northern Metropolitan","21650"
2,"u",406000,11.2,1,1,0,85.62141123703,1983.32412696968,"Darebin City Council",-37.7093,145.0083,"Northern Metropolitan","21650"
3,"h",1010000,11.2,1,2,649,154.952380050147,1961.31945115362,"Darebin City Council",-37.7258,145.0113,"Northern Metropolitan","21650"
2,"h",852000,11.2,1,2,705,145.418945449208,1969.56362651145,"Darebin City Council",-37.712,145.0205,"Northern Metropolitan","21650"
3,"h",595000,11.2,1,1,490,116,1970,"Darebin City Council",-37.7152,144.9817,"Northern Metropolitan","21650"
2,"h",950000,2.6,1,0,150,151.548301301793,1964.04513518711,"Yarra City Council",-37.8191,144.9977,"Northern Metropolitan","14949"
2,"h",1110000,2.6,1,0,166,160.174849606932,1958.38708377153,"Yarra City Council",-37.8172,145.0053,"Northern Metropolitan","14949"
2,"t",950000,2.6,1,1,113,118,2012,"Yarra City Council",-37.8119,144.9947,"Northern Metropolitan","14949"
2,"u",1226000,2.6,1,1,826,99,1996,"Yarra City Council",-37.821,145.0054,"Northern Metropolitan","14949"
1,"u",500000,2.6,1,1,2044,103.66235967977,1985.73915275845,"Yarra City Council",-37.817,144.9955,"Northern Metropolitan","14949"
3,"h",1214000,2.6,1,0,176,106,1900,"Yarra City Council",-37.8162,145.006,"Northern Metropolitan","14949"
3,"h",2240000,2.1,2,1,197,168,1900,"Port Phillip City Council",-37.8395,144.9489,"Southern Metropolitan","5943"
3,"h",2050000,2.1,2,1,230,219.330789278542,1945.55609336838,"Port Phillip City Council",-37.8373,144.9527,"Southern Metropolitan","5943"
3,"u",1320000,3.3,2,2,15,15,1952.92195817764,"Melbourne City Council",-37.8398,144.9945,"Southern Metropolitan","14887"
1,"u",537000,3.3,1,1,0,110.243262644143,2000,"Melbourne City Council",-37.8361,144.9966,"Southern Metropolitan","14887"
2,"u",800000,3.3,2,2,0,141.809959847846,2000,"Melbourne City Council",-37.8361,144.9966,"Southern Metropolitan","14887"
1,"u",346000,6.1,1,1,678,73.6659406009105,1980.0990773723,"Port Phillip City Council",-37.8585,144.983,"Southern Metropolitan","13240"
3,"u",786000,6.1,1.48419067423381,1.75201706725764,505.065777417758,140.759349633473,1973.88416370783,"Port Phillip City Council",-37.8723,144.9817,"Southern Metropolitan","13240"
4,"h",810000,9.7,1,1,543,137,1960,"Moonee Valley City Council",-37.7199,144.9044,"Western Metropolitan","3284"
3,"h",940000,12.6,2,2,572,190,1950,"Brimbank City Council",-37.7966,144.8256,"Western Metropolitan","3755"
4,"h",726000,12.6,2,0,567,95,1950,"Brimbank City Council",-37.7866,144.8458,"Western Metropolitan","3755"
3,"h",950000,12.6,1,1,725,151.548301301793,1964.04513518711,"Brimbank City Council",-37.7918,144.8419,"Western Metropolitan","3755"
3,"h",830000,13.3,1,2,608,143.938235780576,1970.97326617133,"Brimbank City Council",-37.7743,144.8446,"Western Metropolitan","4217"
3,"h",600000,13.3,1,2,465,120.34892798233,1984.36692446162,"Brimbank City Council",-37.7549,144.8304,"Western Metropolitan","4217"
3,"h",716000,13.5,1,1,534,120,1975,"Brimbank City Council",-37.7886,144.821,"Western Metropolitan","6763"
2,"u",682000,11.2,1,2,119,131.022555633395,1980.62748590196,"Boroondara City Council",-37.8271,145.1032,"Southern Metropolitan","5457"
3,"t",940000,13.8,2,3,281,150.957382537595,2011,"Manningham City Council",-37.7586,145.1211,"Eastern Metropolitan","5420"
3,"h",1503500,13.8,1,1,907,177.65867106753,1948.66784981138,"Manningham City Council",-37.7628,145.1185,"Eastern Metropolitan","5420"
3,"h",1750000,6.5,1,3,712,194.126515818981,1945.34781359594,"Darebin City Council",-37.7598,145.0118,"Northern Metropolitan","8870"
3,"h",810000,13.8,1,1,667,142.536138726323,1972.28703145886,"Banyule City Council",-37.743,145.0839,"Eastern Metropolitan","2698"
3,"h",880000,14.9,1,4,555,147.238962087779,1967.86072793746,"Banyule City Council",-37.713,145.0894,"Northern Metropolitan","2329"
5,"h",826000,14.9,1,2,545,132,1970,"Banyule City Council",-37.705,145.0825,"Northern Metropolitan","2329"
4,"h",1435000,8.2,2,2,523,244,1915,"Maribyrnong City Council",-37.798,144.8728,"Western Metropolitan","5058"
2,"h",470000,8.2,1,1,0,77,1975,"Maribyrnong City Council",-37.8088,144.8715,"Western Metropolitan","5058"
2,"h",502000,8.2,1,1,2701,79,2011,"Maribyrnong City Council",-37.8109,144.8684,"Western Metropolitan","5058"
4,"h",2165000,8,2,2,450,190,1910,"Hobsons Bay City Council",-37.861,144.8985,"Western Metropolitan","6380"
3,"h",1245000,8,2,2,292,117,1980,"Hobsons Bay City Council",-37.8575,144.8922,"Western Metropolitan","6380"
4,"h",2075000,8,3,2,324,229,2009,"Hobsons Bay City Council",-37.8622,144.8884,"Western Metropolitan","6380"
3,"h",935000,7,1,0,212,150.658686663882,1964.81823061025,"Maribyrnong City Council",-37.8143,144.8883,"Western Metropolitan","6543"
3,"h",990000,7,1,2,340,119,1940,"Maribyrnong City Council",-37.8227,144.8827,"Western Metropolitan","6543"
2,"h",950000,7,1,0,94,151.548301301793,1964.04513518711,"Maribyrnong City Council",-37.8167,144.888,"Western Metropolitan","6543"
2,"h",2130000,3.3,1,1,236,226.154152373426,1944.48365063432,"Port Phillip City Council",-37.8436,144.9558,"Southern Metropolitan","3280"
3,"t",1285000,6.4,2,2,528,167.721489792184,1967,"Darebin City Council",-37.7817,145.0319,"Northern Metropolitan","2211"
2,"h",1020000,5.9,1,1,226,98,1920,"Moonee Valley City Council",-37.7761,144.9165,"Western Metropolitan","6567"
3,"h",1041000,5.9,2,2,209,156.635171354144,2009,"Moonee Valley City Council",-37.7774,144.904,"Western Metropolitan","6567"
2,"t",565000,5.9,2,1,103,114.926525239363,1985.28464972895,"Moonee Valley City Council",-37.7715,144.9088,"Western Metropolitan","6567"
6,"h",2250000,5.9,3,2,1012,435,1887,"Moonee Valley City Council",-37.7721,144.9184,"Western Metropolitan","6567"
4,"t",900000,5.9,3,2,0,159,2011,"Moonee Valley City Council",-37.7831,144.9209,"Western Metropolitan","6567"
4,"h",2000000,9.2,2,2,627,215.061411317859,1945.6062828445,"Boroondara City Council",-37.7848,145.0788,"Southern Metropolitan","7809"
3,"u",700000,9.2,1,1,350,120,1950,"Boroondara City Council",-37.7862,145.0739,"Southern Metropolitan","7809"
4,"h",1890000,9.2,3,2,636,227,1960,"Boroondara City Council",-37.789,145.0938,"Southern Metropolitan","7809"
4,"h",1630000,9.2,2,1,677,185.348963093083,1946.38539505279,"Boroondara City Council",-37.7897,145.0922,"Southern Metropolitan","7809"
4,"t",1105000,13,2,1,207,159.929398272726,2007,"Glen Eira City Council",-37.9156,145.0355,"Southern Metropolitan","6795"
3,"t",1303000,13,2,2,334,168.418477064252,2006,"Glen Eira City Council",-37.9284,145.0428,"Southern Metropolitan","6795"
3,"h",830000,13.9,1,2,290,143.938235780576,2006,"Glen Eira City Council",-37.9292,145.0689,"Southern Metropolitan","10969"
3,"t",767000,13.9,1,2,162,139.256558006462,1975.16336020991,"Glen Eira City Council",-37.9229,145.0538,"Southern Metropolitan","10969"
4,"h",1860000,13.9,3,2,620,203.12723202813,1945.08066143287,"Glen Eira City Council",-37.9228,145.0555,"Southern Metropolitan","10969"
3,"t",1200000,13.9,2,2,369,164.275548149848,1956.40524231729,"Glen Eira City Council",-37.9092,145.0728,"Southern Metropolitan","10969"
2,"u",572000,13.1,1,1,0,116.051242279586,1985.13931571393,"Whitehorse City Council",-37.8219,145.1213,"Eastern Metropolitan","4605"
3,"h",910000,13.1,1,2,414,149.131483527929,1966.15863830855,"Whitehorse City Council",-37.8247,145.1359,"Eastern Metropolitan","4605"
3,"u",1392000,11.2,2,1,188,172.093336796336,1951.06534588801,"Bayside City Council",-37.9181,144.9933,"Southern Metropolitan","10579"
3,"h",2445000,11.2,3,2,440,253.53624377487,1942.21618412174,"Bayside City Council",-37.8868,144.9968,"Southern Metropolitan","10579"
2,"u",520000,11.2,1,1,1647,73,2004,"Bayside City Council",-37.8847,144.9972,"Southern Metropolitan","10579"
4,"h",2000000,11.2,2,2,286,283,1999,"Bayside City Council",-37.8981,145,"Southern Metropolitan","10579"
2,"h",1350000,11.2,1,1,873,170.286542667461,1952.09835580816,"Bayside City Council",-37.9043,145.0048,"Southern Metropolitan","10579"
5,"h",2140000,10.7,2,2,780,206,1950,"Bayside City Council",-37.9173,145.0142,"Southern Metropolitan","6938"
4,"h",1630000,10.7,2,1,596,185.348963093083,1946.38539505279,"Bayside City Council",-37.9113,145.0207,"Southern Metropolitan","6938"
2,"u",910000,10.7,1,3,238,149.131483527929,1966.15863830855,"Bayside City Council",-37.9126,145.0105,"Southern Metropolitan","6938"
3,"h",1975000,10.7,1,2,688,212.917076849283,1945.4997363742,"Bayside City Council",-37.9212,145.013,"Southern Metropolitan","6938"
3,"h",1635000,10.7,1,1,597,131,1925,"Bayside City Council",-37.9064,145.0229,"Southern Metropolitan","6938"
3,"t",1760000,10.7,1.90436270100576,1.93231314416771,569.297186673763,194.915737879226,1945.28645932805,"Bayside City Council",-37.9198,145.019,"Southern Metropolitan","6938"
8,"h",1880000,10.7,3,3,614,204.812159643832,1945.11145800836,"Bayside City Council",-37.9097,145.0161,"Southern Metropolitan","6938"
3,"h",1743000,10.7,1,2,590,193.578433272834,1945.39320030083,"Bayside City Council",-37.9287,145.0273,"Southern Metropolitan","6938"
2,"h",830000,5.2,1,1,153,143.938235780576,1970.97326617133,"Moreland City Council",-37.766,144.9609,"Northern Metropolitan","11918"
4,"h",1385000,5.2,2,4,650,173.45,1950,"Moreland City Council",-37.7575,144.9716,"Northern Metropolitan","11918"
3,"t",981000,5.2,2,1,122,140,2012,"Moreland City Council",-37.7698,144.9661,"Northern Metropolitan","11918"
1,"u",418000,5.2,1,1,0,51,1970,"Moreland City Council",-37.7783,144.9635,"Northern Metropolitan","11918"
2,"h",1283000,4.5,1,1,263,109,1910,"Moreland City Council",-37.7661,144.9742,"Northern Metropolitan","5533"
2,"h",1025000,4.5,1,0,121,155.772770718642,1960.75900147474,"Moreland City Council",-37.7744,144.9733,"Northern Metropolitan","5533"
2,"h",1015000,4.5,1,0,137,67,1890,"Moreland City Council",-37.7738,144.9733,"Northern Metropolitan","5533"
